crop,farm_area,soil_type,irrigation,season,region,rainfall,temperature,soil_ph,soil_moisture,seed_cost,fertilizer_cost,pesticide_cost,labour_cost,irrigation_cost,machinery_cost,other_cost,previous_yield,farming_experience,yield_per_acre,expected_market_price,total_cost,total_yield,revenue,profit,profit_per_acre
Maize,6.72,Alluvial,No,Zaid,Central,376.9,35.9,5.67,29.4,1681.23,3547.41,1752.07,3823.62,1657.19,2709.68,1218.51,24.01,3,13.01,1884.57,110138.85119999999,87.4272,164762.678304,54623.82710400001,8128.5457000000015
Sugarcane,4.23,Clay,Yes,Rabi,North-East,2474.3,32.8,6.66,26.1,2304.02,4119.58,2763.91,3907.4,2000.19,2613.73,622.02,268.06,11,218.36,336.58,77539.49550000002,923.6628000000002,310886.42522400006,233346.92972400005,55164.7588
Cotton,12.85,Loamy,Yes,Kharif,South,572.4,19.2,7.8,47.2,1298.18,2746.06,2631.85,2521.24,2423.1,1954.7,965.63,7.65,10,7.2,7345.24,186848.766,92.52,679581.6048,492732.83879999997,38344.968
Potato,1.73,Clay,Yes,Kharif,South,178.7,22.7,6.2,11.3,1486.82,3326.93,1813.21,3689.18,2493.87,1595.38,772.69,69.45,0,44.75,1409.34,26258.0784,77.4175,109107.57945,82849.50105,47889.885
Maize,6.82,Sandy,No,Rabi,East,1026.7,35.4,8.03,30.7,1080.45,3678.69,1403.57,4368.01,419.19,2228.71,1609.7,22.37,1,12.2,1600.95,100856.34240000002,83.204,133205.44379999998,32349.101399999956,4743.269999999993
Cotton,13.12,Black,No,Kharif,Central,464.6,28.7,4.59,27.5,1976.82,3126.8,2061.74,3151.35,351.92,2138.48,1458.08,6.9,7,6.58,6905.56,187159.29279999997,86.3296,596154.232576,408994.9397760001,31173.39480000001
Sugarcane,9.06,Alluvial,No,Zaid,Central,1444.9,37.0,6.01,41.0,2473.84,2874.15,2022.87,5122.2,264.76,1686.77,1061.14,370.18,7,207.24,347.99,140481.9138,1877.5944000000002,653384.075256,512902.16145600006,56611.7176
Cotton,9.01,Sandy,Yes,Zaid,North-East,497.2,26.5,8.38,55.2,1508.95,3075.97,1714.16,5228.2,2165.37,2584.49,1659.88,6.24,5,5.76,6797.48,161612.55019999997,51.8976,352772.89804799994,191160.34784799998,21216.464799999998
Tomato,5.22,Laterite,Yes,Kharif,East,1037.8,19.4,6.76,26.3,1008.98,2985.45,1374.2,5525.7,3008.75,2762.18,764.06,75.75,6,66.43,1406.65,90981.0504,346.76460000000003,487776.42459000007,396795.37419000006,76014.43950000002
Tomato,5.51,Alluvial,No,Zaid,North-East,361.3,24.2,4.47,32.7,1701.84,3384.12,1442.38,5204.59,1397.35,1983.2,520.5,58.63,1,64.79,1648.86,86143.2298,356.9929,588631.313094,502488.083294,91195.6594
Rice,15.32,Alluvial,Yes,Kharif,North,647.8,26.8,6.27,39.6,1791.1,3611.62,2415.59,3478.14,2104.54,1723.26,1987.21,14.62,1,22.17,1970.04,262147.5672,339.6444,669113.053776,406965.48657600005,26564.326800000003
Sugarcane,19.8,Laterite,Yes,Rabi,North,1624.6,29.1,7.31,31.1,2120.08,4839.99,1943.19,4611.79,2396.19,2558.3,1116.85,243.43,1,323.74,282.56,387810.522,6410.052000000001,1811224.2931200003,1423413.7711200002,71889.5844
Groundnut,13.33,Sandy,Yes,Kharif,East,886.0,24.0,7.07,35.0,1607.09,3861.69,2442.22,5375.89,2757.06,2397.83,619.22,8.98,15,11.59,6396.7,254083.13,154.4947,988256.24749,734173.11749,55076.753
Maize,14.88,Loamy,Yes,Zaid,North-East,467.4,28.5,5.51,54.4,1237.92,4045.86,2553.28,2454.58,2525.85,916.19,741.94,17.61,0,24.58,1652.18,215397.22560000006,365.7504,604285.495872,388888.27027199994,26134.964399999993
Groundnut,16.15,Alluvial,Yes,Kharif,Central,357.3,31.3,4.0,63.3,1811.77,3594.57,1922.04,3452.79,2697.4,2208.69,793.12,11.33,16,7.16,5573.73,266158.137,115.63399999999999,644512.6948199999,378354.55781999987,23427.526799999992
Groundnut,16.47,Clay,Yes,Zaid,North,816.1,30.9,5.69,49.1,945.87,2491.55,907.23,3554.27,2237.27,2907.38,868.76,7.85,14,8.46,5636.63,229136.0751,139.3362,785386.6050059999,556250.5299059999,33773.559799999995
Cotton,7.45,Clay,No,Kharif,North-East,319.3,19.7,7.47,22.6,831.14,3736.31,1617.19,5424.13,176.61,2106.09,892.31,5.6,17,4.69,5784.65,110139.16100000001,34.94050000000001,202118.56332500002,91979.40232500002,12346.228500000003
Potato,7.23,Red,No,Zaid,West,911.6,19.9,4.0,22.0,1744.62,3925.07,1188.35,4954.41,1183.29,1131.74,904.86,58.33,0,35.37,1207.16,108683.81820000002,255.7251,308701.111716,200017.29351599998,27664.909199999995
Cotton,1.37,Black,No,Rabi,North,906.4,28.2,6.65,41.9,1993.01,2845.12,1723.04,4067.94,1037.66,2850.18,856.27,4.97,3,7.09,7576.39,21061.311400000002,9.7133,73591.748987,52530.43758699999,38343.38509999999
Tomato,8.45,Black,No,Zaid,West,408.2,21.2,6.64,40.5,1111.5,4493.57,1905.69,4294.18,15.99,2376.16,915.82,76.87,17,78.23,1076.66,127704.08949999999,661.0435,711719.0947100001,584015.0052100001,69114.20180000001
Tomato,10.69,Loamy,Yes,Zaid,Central,50.0,20.9,5.28,32.5,1219.99,2814.47,1959.76,4888.62,1637.43,2690.31,644.12,77.03,14,65.92,1331.8,169486.743,704.6848,938499.21664,769012.47364,71937.556
Potato,7.09,Loamy,Yes,Kharif,Central,293.1,19.6,5.81,77.5,1381.2,4750.77,3037.18,3881.22,2206.89,2326.34,940.85,43.41,13,67.96,1167.43,131338.35049999997,481.83639999999997,562510.268452,431171.91795200005,60814.092800000006
Cotton,10.13,Clay,No,Rabi,North-East,990.2,23.3,8.68,46.3,1804.93,3782.72,2510.02,5949.74,77.32,2285.12,1138.91,7.47,11,4.18,7844.4,177768.9388,42.3434,332158.56696,154389.62816000002,15240.832
Wheat,10.84,Black,Yes,Kharif,South,436.3,19.6,5.76,50.7,1091.16,4904.95,588.79,4509.28,2115.72,2949.02,1064.79,16.21,16,17.18,2046.77,186705.0164,186.2312,381172.433224,194467.41682399999,17939.7986
Wheat,19.3,Clay,Yes,Zaid,North-East,505.5,26.1,7.64,37.7,1849.62,3750.05,1893.61,3864.45,3234.07,929.59,859.45,14.31,5,14.38,2287.34,316150.212,277.53400000000005,634814.6195600001,318664.40756000014,16511.109200000006
Tomato,14.16,Laterite,No,Rabi,North,517.6,25.2,6.07,30.1,1256.65,3116.38,2084.5,3610.05,0.0,2994.22,1362.95,48.48,9,75.84,1232.65,204254.46000000002,1073.8944000000001,1323735.9321600003,1119481.4721600004,79059.42600000002
Maize,4.17,Loamy,Yes,Rabi,Central,458.9,28.0,5.77,65.7,1356.39,3668.01,1804.86,5774.69,1546.54,2797.55,1378.11,18.45,8,29.04,1822.3,76420.04550000001,121.09679999999999,220674.69863999996,144254.65313999995,34593.44199999999
Groundnut,3.31,Alluvial,Yes,Rabi,North-East,660.2,28.4,5.72,62.9,1541.6,3440.42,2403.68,2949.42,2359.99,1632.41,1112.16,7.98,8,12.15,6552.93,51105.340800000005,40.2165,263535.90934500005,212430.56854500005,64178.41950000001
Sugarcane,13.02,Black,Yes,Kharif,West,1998.4,30.1,6.52,16.8,2410.17,3662.75,2500.5,5208.07,1852.21,1005.19,1132.77,212.12,6,358.74,362.91,231387.0132,4670.7948,1695078.140868,1463691.127668,112418.67340000001
Groundnut,2.88,Loamy,Yes,Kharif,Central,414.7,22.8,5.64,29.6,1309.51,4512.25,2285.87,4267.19,2714.94,1018.15,1080.89,9.78,0,10.23,5341.43,49503.744,29.4624,157371.347232,107867.603232,37454.0289
Groundnut,4.73,Loamy,Yes,Kharif,North,813.9,24.1,4.79,15.5,1377.05,3320.57,1920.73,4580.88,2038.87,1440.39,975.54,9.85,20,10.04,5393.64,74043.5619,47.4892,256139.648688,182096.086788,38498.11559999999
Groundnut,13.24,Black,Yes,Kharif,North,608.1,16.7,6.47,34.1,1820.78,3472.79,2433.59,5815.47,3303.07,1145.35,1120.69,7.81,6,8.17,6486.28,253039.43759999998,108.1708,701626.096624,448586.65902400005,33881.1676
Rice,9.37,Laterite,Yes,Kharif,West,1001.2,27.1,6.13,21.0,1496.53,3212.63,1818.05,4133.69,1358.53,2471.74,1483.86,14.08,3,23.39,2003.99,149686.0311,219.1643,439203.065557,289517.034457,30898.2961
Maize,5.37,Sandy,No,Kharif,Central,582.1,28.4,6.57,30.8,1737.57,4020.7,1651.25,5980.68,1222.37,2464.71,916.41,14.75,13,17.52,1726.0,96626.11529999999,94.08239999999999,162386.2224,65760.10710000001,12245.830000000002
Sugarcane,16.65,Black,Yes,Kharif,East,622.2,25.7,6.49,41.5,1950.22,3836.94,1666.4,3806.78,2763.82,2199.58,307.8,247.78,0,258.59,407.34,275250.141,4305.523499999999,1753811.9424899996,1478561.8014899995,88802.51059999998
Rice,12.4,Laterite,Yes,Zaid,Central,1140.4,28.7,6.24,41.7,1154.42,2988.3,2275.11,3066.01,3701.59,1980.93,586.44,18.37,8,21.88,2081.7,195334.72000000003,271.312,564790.1904,369455.47039999993,29794.795999999995
Groundnut,2.6,Red,Yes,Rabi,North-East,465.0,21.9,5.8,35.8,1300.59,3727.3,1982.06,5536.49,2134.78,2473.3,742.81,9.84,8,12.41,6318.36,46533.058000000005,32.266,203868.20375999997,157335.14575999998,60513.51759999999
Maize,11.18,Loamy,No,Zaid,North-East,763.1,19.4,6.24,25.7,1012.64,3351.06,1810.57,3682.19,1258.55,1814.04,806.6,17.71,11,21.93,2048.82,153564.56699999998,245.17739999999998,502324.360668,348759.793668,31194.972600000005
Wheat,3.77,Clay,Yes,Kharif,Central,487.6,12.5,6.54,39.0,2033.32,3858.36,2282.49,4958.63,3041.51,2016.16,1454.7,10.34,0,12.63,2135.02,74062.2909,47.615100000000005,101659.19080200001,27596.899902000005,7320.132600000001
Cotton,4.24,Laterite,Yes,Zaid,East,321.1,25.0,5.22,49.3,835.85,3557.69,2032.86,2505.34,2458.26,1389.56,666.94,5.94,5,4.0,6811.58,57013.16,16.96,115524.3968,58511.2368,13799.82
Sugarcane,10.9,Loamy,Yes,Zaid,North-East,1077.8,25.5,6.22,45.5,3133.9,3489.41,1489.19,3206.84,2823.17,1458.5,1704.26,334.78,6,395.22,311.57,188627.443,4307.898,1342211.7798600001,1153584.3368600002,105833.42540000001
Potato,14.46,Loamy,Yes,Kharif,North,841.6,8.8,4.48,48.7,1988.07,3064.39,1368.27,5448.22,2727.11,2353.24,801.64,62.24,14,48.22,1021.57,256678.59240000005,697.2612,712301.124084,455622.5316839999,31509.165399999994
Maize,2.14,Red,No,Rabi,West,474.5,29.1,6.02,20.5,1042.53,4262.06,2305.54,5236.65,469.48,2450.75,752.85,24.53,0,17.71,2226.82,35352.5004,37.89940000000001,84395.14190800002,49042.64150800002,22917.12220000001
Maize,2.57,Red,Yes,Rabi,North,1254.8,34.7,4.96,51.9,1304.9,4309.72,2634.24,6021.89,3079.13,2049.45,1116.49,20.52,0,13.11,1937.62,52725.657400000004,33.692699999999995,65283.649373999986,12557.991973999982,4886.378199999994
Wheat,12.32,Sandy,Yes,Rabi,Central,701.9,25.0,6.79,39.0,1400.49,4570.25,1172.04,4188.87,3347.05,1812.74,1019.89,15.28,0,15.42,2253.49,215739.58560000002,189.9744,428105.41065599996,212365.82505599994,17237.485799999995
Sugarcane,19.2,Black,Yes,Zaid,North,1654.6,30.9,6.86,66.4,2953.36,3701.77,1199.48,5175.54,2250.31,1806.35,925.39,293.89,5,359.83,378.02,345834.24,6908.736,2611640.3827199996,2265806.14272,118010.7366
Tomato,16.31,Clay,Yes,Kharif,North-East,337.0,24.6,6.23,34.1,1904.36,3333.46,1976.3,4207.26,1697.78,3298.23,1224.93,58.58,8,93.7,1636.52,287746.2392,1528.2469999999998,2501006.78044,2213260.5412399997,135699.604
Cotton,2.1,Loamy,Yes,Rabi,North,530.8,32.6,7.3,47.5,1722.39,3992.47,1227.79,4380.68,2418.49,725.05,1236.69,6.48,3,7.17,6832.91,32977.476,15.057,102883.12587,69905.64987,33288.4047
Cotton,19.95,Black,Yes,Kharif,North-East,653.4,27.7,8.57,34.0,1462.27,4092.51,1888.39,5369.74,2695.95,2390.12,1340.07,7.55,8,8.13,6240.55,383819.0475,162.1935,1012176.646425,628357.598925,31496.621500000005
Rice,18.19,Red,No,Kharif,East,1335.1,25.6,6.3,42.2,874.74,2674.47,1702.15,5216.03,403.56,2711.53,1549.49,22.45,16,18.6,2505.15,275250.5343,338.33400000000006,847577.4201000002,572326.8858000003,31463.820000000014
Tomato,3.12,Black,Yes,Zaid,East,548.2,19.0,7.35,36.7,1193.05,3377.01,1242.62,5935.07,2423.6,2224.42,1258.54,52.51,4,69.89,1597.3,55081.4472,218.0568,348302.12664000003,293220.67944000004,93980.98700000001
Groundnut,4.92,Loamy,Yes,Kharif,North-East,631.9,26.3,6.37,22.6,1962.75,3147.27,2020.89,4538.48,1485.73,1887.69,690.73,11.57,8,13.78,5172.71,77409.0168,67.7976,350697.323496,273288.30669600004,55546.40380000001
Potato,9.87,Black,Yes,Zaid,Central,109.0,19.2,5.12,39.9,635.25,4395.77,2364.64,3953.92,2524.89,2730.55,1309.95,59.57,7,55.66,1132.09,176820.7539,549.3641999999999,621929.7171779998,445108.9632779998,45097.15939999998
Groundnut,15.66,Laterite,No,Zaid,South,117.0,18.1,6.6,37.8,574.51,3825.93,1816.2,4722.69,438.14,1170.15,670.54,8.49,5,5.16,6505.12,206996.38559999995,80.8056,525650.124672,318653.739072,20348.2592
Groundnut,10.9,Sandy,No,Zaid,East,535.3,24.3,7.36,53.1,2079.74,2471.98,1579.83,4639.78,0.0,1249.64,598.47,8.54,9,9.18,6366.06,137551.89599999998,100.062,637000.6957200001,499448.7997200001,45820.99080000001
Maize,12.96,Clay,No,Zaid,North-East,532.5,27.5,6.4,5.0,785.48,2621.16,1764.88,2410.76,394.17,2507.64,1118.99,22.98,11,21.04,1679.78,150375.9168,272.6784,458039.72275200003,307663.805952,23739.4912
Potato,14.54,Black,Yes,Zaid,North,763.4,14.3,5.89,46.0,1470.57,3645.16,764.33,2591.51,2083.17,1212.07,686.94,76.65,1,50.38,1166.86,181077.525,732.5252,854754.3548719999,673676.8298719999,46332.6568
Tomato,1.64,Black,Yes,Zaid,North,170.1,19.9,6.4,50.4,2365.68,3719.27,1819.94,3366.89,1882.33,1872.08,1339.11,67.02,4,68.59,1460.39,26839.091999999997,112.4876,164275.766164,137436.674164,83802.8501
Tomato,4.21,Loamy,Yes,Kharif,South,650.4,23.8,5.63,47.7,1153.24,2571.18,1593.42,5048.18,1101.14,2525.32,937.42,58.89,0,104.31,1643.65,62854.879,439.1451,721800.843615,658945.9646150001,156519.23150000002
Maize,4.07,Red,Yes,Rabi,West,598.9,22.7,6.76,45.7,1154.0,2469.05,1349.3,4592.73,3213.13,1544.39,805.33,23.32,0,24.56,1694.47,61570.6751,99.9592,169377.865624,107807.190524,26488.2532
Maize,3.59,Black,No,Zaid,West,940.9,23.9,5.9,35.0,1237.37,3117.88,2028.75,6028.13,383.97,3183.73,670.9,15.56,12,21.61,2213.04,59776.1207,77.5799,171687.42189599999,111911.30119599999,31173.064399999996
Maize,7.35,Laterite,Yes,Kharif,West,693.8,21.1,4.81,64.0,1358.83,4175.33,1487.29,2527.52,2629.92,2040.06,822.02,20.07,14,22.55,1596.64,110551.1295,165.7425,264631.10520000005,154079.97570000007,20963.26200000001
Tomato,18.82,Alluvial,Yes,Zaid,Central,441.0,25.6,6.22,41.8,1857.55,4100.47,1929.86,4204.29,2302.7,1354.91,1054.15,61.93,7,93.41,1213.74,316249.9626,1757.9762,2133726.032988,1817476.0703880002,96571.5234
Maize,3.17,Black,No,Kharif,South,744.9,31.8,6.35,32.3,1657.77,2985.37,2095.58,4362.23,0.0,1825.59,1661.77,23.93,9,18.5,2128.19,46244.9427,58.644999999999996,124807.70255,78562.75985,24783.205
Groundnut,18.6,Laterite,Yes,Zaid,Central,806.4,27.2,6.2,37.8,1911.87,4862.81,1583.89,5557.46,2432.95,1638.62,885.46,7.41,5,9.19,6520.08,351038.91599999997,170.934,1114503.35472,763464.43872,41046.47519999999
Groundnut,7.85,Clay,Yes,Rabi,West,443.9,24.4,6.16,28.9,1754.32,3646.1,2739.93,4285.2,3094.49,1199.22,645.76,9.9,16,11.5,5545.77,136315.40699999998,90.27499999999999,500644.38675,364328.97975000006,46411.33500000001
Tomato,1.52,Black,Yes,Zaid,Central,540.6,13.7,5.97,57.0,1805.89,3765.84,2086.47,4525.59,2190.07,1534.18,1129.7,71.84,3,65.13,1360.17,25897.364800000003,98.99759999999999,134653.565592,108756.20079199999,71550.13209999999
Rice,15.28,Laterite,Yes,Kharif,Central,1399.9,24.5,6.69,41.5,1612.52,2489.08,2015.36,3963.77,2421.95,2683.58,1192.66,13.6,0,20.81,1781.06,250269.8976,317.97679999999997,566335.7594079999,316065.8618079999,20684.938599999994
Potato,11.17,Alluvial,Yes,Rabi,East,261.2,20.4,6.41,36.3,2221.24,2718.08,1495.49,6269.17,2215.57,2811.79,693.4,53.75,13,66.39,1253.64,205804.3458,741.5763,929669.712732,723865.366932,64804.4196
Tomato,11.1,Black,Yes,Zaid,Central,717.5,18.5,7.87,57.5,1311.14,4302.32,1099.72,4429.5,2542.08,1577.77,530.32,65.41,5,65.59,1609.17,175300.635,728.049,1171554.6093300001,996253.9743300001,89752.61030000001
Potato,13.49,Clay,No,Zaid,South,434.9,22.6,5.67,51.5,1623.82,3287.56,1236.36,5030.23,1000.06,1938.36,1062.84,71.5,11,53.45,1377.87,204767.8127,721.0405000000001,993500.073735,788732.261035,58467.9215
Cotton,15.83,Laterite,Yes,Kharif,Central,600.3,18.2,8.61,20.0,1496.72,3035.91,2126.41,3317.79,2663.91,1593.34,871.92,6.69,10,4.99,6449.36,239127.98,78.99170000000001,509445.910312,270317.930312,17076.306399999998
Potato,6.79,Alluvial,Yes,Zaid,Central,555.6,21.4,6.92,28.0,2209.5,3264.08,1669.78,4977.55,2187.94,3626.73,1236.65,61.8,14,79.25,1042.19,130179.44170000002,538.1075,560810.255425,430630.81372499996,63421.32749999999
Potato,17.1,Clay,Yes,Kharif,Central,749.1,15.9,4.32,44.8,1818.44,3325.89,2013.5,3322.36,2629.05,1545.07,1395.89,62.33,8,56.41,1116.76,274458.42000000004,964.611,1077238.98036,802780.5603599999,46946.23159999999
Wheat,3.76,Clay,No,Rabi,East,384.0,9.8,5.98,44.1,1629.14,3879.89,1575.16,5442.38,0.0,1948.41,1329.08,13.4,7,10.4,2118.6,59423.26559999999,39.104,82845.7344,23422.46880000001,6229.380000000003
Sugarcane,17.8,Alluvial,Yes,Kharif,West,1063.3,16.8,7.07,60.2,2564.66,4860.4,2194.7,5018.47,2477.33,2248.68,783.09,299.88,10,279.47,305.16,358622.474,4974.566000000001,1518038.5605600004,1159416.0865600004,65135.735200000025
Tomato,16.52,Alluvial,Yes,Zaid,West,688.0,29.1,6.63,36.9,1871.17,3545.79,1264.51,3234.56,2349.37,2419.66,849.43,74.92,7,89.87,1275.05,256629.7748,1484.6524,1893006.04262,1636376.26782,99054.2535
Cotton,8.58,Sandy,No,Rabi,North,475.8,32.7,7.88,37.7,1136.38,3533.22,2617.9,4226.19,436.26,1189.76,1186.96,6.33,6,5.42,6141.99,122922.82859999998,46.5036,285624.646164,162701.817564,18962.9158
Maize,4.07,Sandy,Yes,Zaid,East,901.0,24.6,5.18,41.1,1548.4,2258.06,823.42,3681.6,1712.12,2162.94,835.02,23.53,18,26.52,2173.79,52997.7492,107.9364,234631.066956,181633.317756,44627.3508
Groundnut,9.32,Laterite,Yes,Kharif,South,760.1,32.1,6.78,42.9,2023.09,2637.99,1807.59,4894.98,2192.72,1796.37,1183.97,10.31,11,10.07,5746.69,154122.1372,93.8524,539340.648556,385218.511356,41332.4583
Groundnut,1.39,Sandy,Yes,Zaid,South,478.2,25.9,5.51,45.1,1798.52,2936.6,2140.83,3577.69,2346.44,1681.83,916.72,8.01,5,13.08,6066.86,21404.095699999998,18.1812,110302.795032,88898.69933199999,63955.898799999995
Sugarcane,13.66,Alluvial,Yes,Rabi,North,1608.3,32.0,7.34,29.1,2208.04,3192.67,1643.72,5188.44,2035.42,2561.32,1085.54,251.68,0,268.19,370.75,244720.94900000002,3663.4754,1358233.50455,1113512.55555,81516.2925
Groundnut,11.51,Red,Yes,Rabi,North,724.8,24.0,8.24,29.2,1136.17,3919.63,1552.1,4747.36,2573.93,1790.41,870.27,11.1,24,11.8,5761.8,190949.4037,135.818,782556.1524000001,591606.7487000001,51399.37000000001
Potato,16.63,Sandy,Yes,Rabi,North-East,319.4,7.3,6.14,53.3,1253.96,2407.17,2274.27,4413.55,2300.95,2136.45,832.92,79.01,1,50.47,1322.63,259748.46010000003,839.3160999999999,1110104.653343,850356.193243,51133.8661
Potato,5.51,Red,Yes,Rabi,Central,608.3,20.9,4.45,61.9,2443.95,4806.33,1860.71,4809.69,3245.52,1855.55,1162.39,48.97,8,84.21,1477.39,111214.6114,463.99709999999993,685504.675569,574290.0641689999,104226.87189999998
Rice,0.51,Clay,Yes,Kharif,West,1003.5,25.6,6.32,35.6,1916.86,4139.82,2014.92,3123.65,2069.5,1881.53,1288.85,13.28,4,25.72,2065.72,8381.9163,13.1172,27096.462384,18714.546083999998,36695.18839999999
Rice,6.11,Sandy,Yes,Zaid,Central,1182.0,24.5,6.2,33.9,950.84,2842.8,2300.08,5012.38,2543.66,975.09,818.3,17.45,4,21.96,1786.42,94357.6465,134.1756,239693.975352,145336.328852,23786.6332
Tomato,15.56,Alluvial,Yes,Zaid,West,823.2,20.1,4.46,30.0,1158.35,2501.55,1736.5,3731.86,3004.97,2101.81,1481.44,76.63,0,59.37,1541.15,244548.4288,923.7972,1423710.0547800001,1179161.62598,75781.5955
Groundnut,2.64,Laterite,Yes,Zaid,South,475.6,17.7,4.73,20.2,1685.34,3789.74,2406.91,5948.49,1874.13,2289.92,918.34,11.72,11,8.2,6287.06,49929.9768,21.648,136102.27488,86172.29808000001,32641.022
Maize,9.65,Clay,No,Kharif,North,105.9,25.0,4.87,28.3,1838.96,2691.73,2164.24,3596.0,801.04,1074.15,1162.75,19.45,11,13.66,2327.25,128623.59550000001,131.81900000000002,306775.76775000006,178152.17225000006,18461.365000000005
Maize,17.65,Loamy,Yes,Zaid,Central,831.9,23.2,6.65,49.0,1158.96,3346.34,2023.74,2507.9,2099.75,1653.51,568.7,24.52,4,23.98,1823.64,235784.58500000002,423.24699999999996,771850.15908,536065.5740799999,30371.9872
Wheat,5.64,Red,Yes,Zaid,West,261.6,27.3,8.19,39.3,2356.43,2081.23,2379.33,4299.74,2774.54,2466.71,1220.77,13.52,1,9.84,1957.91,99144.15,55.4976,108659.306016,9515.156016000008,1687.0844000000016
Wheat,5.13,Clay,Yes,Zaid,West,428.0,18.1,6.65,26.5,1462.35,2779.46,2010.11,2284.28,2333.22,1876.8,620.14,13.57,0,19.6,2724.35,68569.42679999999,100.548,273927.9438,205358.51700000002,40030.9
Maize,2.87,Clay,Yes,Kharif,East,684.9,10.3,5.01,30.0,1768.41,2349.01,1128.21,5505.59,3640.7,2410.54,1141.47,20.37,0,15.65,1924.96,51499.07910000001,44.9155,86460.54088,34961.46177999999,12181.693999999996
Cotton,14.14,Laterite,No,Zaid,Central,452.6,31.1,6.33,31.7,1446.09,3595.29,2128.57,5676.56,831.63,2319.16,849.89,5.95,11,5.39,6008.02,238219.26660000003,76.2146,457898.8410920001,219679.57449200004,15536.037800000002
Cotton,5.21,Alluvial,Yes,Rabi,South,752.3,28.6,6.52,68.0,1269.29,3116.34,1654.55,4591.93,3276.82,2363.1,1307.0,7.83,0,7.83,6874.84,91586.7463,40.7943,280454.285412,188867.53911200003,36250.96720000001
Groundnut,4.64,Loamy,No,Zaid,North-East,950.5,24.7,5.55,20.5,1824.48,2804.09,1445.47,4968.21,110.54,1084.16,675.23,8.62,6,8.67,5736.6,59912.515199999994,40.2288,230776.53408,170864.01888000002,36824.14200000001
Potato,4.55,Laterite,Yes,Kharif,East,580.3,15.6,5.85,38.7,1302.04,3416.27,1893.24,4956.92,2461.96,1467.77,1025.94,52.92,7,75.38,1184.81,75184.837,342.979,406364.94898999995,331180.11198999995,72786.8378
Wheat,17.44,Alluvial,Yes,Rabi,Central,729.2,19.1,4.92,31.6,1771.28,2779.69,2005.69,3905.42,2403.77,2211.7,978.98,16.98,6,17.54,2636.03,280025.8832,305.8976,806355.2505280001,526329.367328,30179.4362
Tomato,8.34,Clay,Yes,Rabi,North,850.6,21.8,6.21,45.1,1544.3,4338.84,2207.1,4849.28,3124.58,2011.55,703.36,82.77,7,75.15,1448.63,156616.94340000002,626.7510000000001,907930.3011300002,751313.3577300002,90085.53450000002
Groundnut,2.86,Laterite,No,Zaid,West,567.3,11.5,6.13,28.8,1093.0,2732.76,2563.31,3680.6,307.21,1460.14,622.55,11.52,18,7.31,4996.05,35634.37019999999,20.906599999999997,104450.41892999999,68816.04873,24061.5555
Sugarcane,17.72,Alluvial,Yes,Kharif,North,1319.6,30.0,5.35,37.9,2170.46,2252.46,771.44,4071.65,2725.01,1931.12,1348.09,344.55,11,328.25,262.95,270588.47559999995,5816.589999999999,1529472.3404999997,1258883.8648999997,71043.10749999998
Cotton,10.08,Black,Yes,Zaid,East,625.7,31.5,7.58,42.0,1200.04,3043.67,1010.23,5082.03,2340.07,1242.23,1246.7,5.91,7,8.17,6139.2,152862.89760000003,82.3536,505585.22112,352722.32352,34992.293999999994
Cotton,4.63,Laterite,Yes,Kharif,Central,458.5,42.8,6.5,20.2,933.98,1945.24,2749.69,3044.04,3291.83,2283.27,1036.26,5.75,18,5.63,7776.4,70766.35530000001,26.0669,202706.64116,131940.28586,28496.822
Potato,13.8,Black,Yes,Kharif,Central,369.1,12.7,5.42,52.6,1085.32,2809.21,1503.99,3909.86,1938.94,573.38,1418.44,51.43,18,77.78,1431.36,182700.132,1073.364,1536370.29504,1353670.16304,98092.0408
Wheat,1.67,Laterite,No,Rabi,North-East,218.6,22.4,6.49,32.5,1701.65,4130.29,2547.99,3446.19,1030.93,1017.1,1289.3,16.1,8,11.03,2691.95,25322.9615,18.420099999999998,49585.98819499999,24263.02669499999,14528.758499999994
Wheat,5.56,Sandy,Yes,Kharif,North,494.1,25.6,6.71,18.9,1517.25,2948.25,1219.89,3793.18,2599.41,893.88,1127.32,12.23,13,16.09,2319.27,78391.44079999998,89.46039999999999,207482.82190799998,129091.381108,23217.874300000003
